Paragraph,Polarity,Subjectivity
231,0.19766899766899768,0.5112470862470861
232,0.17708333333333334,0.4215277777777777
233,0.16818181818181818,0.756060606060606
234,0.311266571969697,0.5473295454545455
235,0.2670918367346939,0.5253401360544218
236,0.13198051948051948,0.4911255411255411
237,0.21428571428571427,0.48214285714285715
238,0.10495454545454547,0.5198484848484849
239,0.15539434523809526,0.5459821428571429
240,0.3277777777777778,0.7592592592592592
241,0.24396258503401363,0.7144557823129253
242,0.16555555555555557,0.5894444444444444
243,0.13942307692307693,0.5237179487179486
244,0.11200757575757576,0.4838383838383839
245,0.2273984593837535,0.5749183006535947
246,0.3068681318681319,0.735989010989011
247,0.19642857142857142,0.5345238095238095
248,0.08404761904761905,0.46880952380952384
249,0.03712121212121212,0.6825757575757576
250,0.09259031198686371,0.3961117426634668
251,0.29,0.6766666666666667
252,0.15108695652173915,0.4912525879917185
253,0.14226398601398602,0.539597902097902
254,0.17738095238095236,0.5380952380952382
255,0.22673160173160176,0.514196914196914
256,0.2729090909090909,0.5835339105339105
257,0.11195652173913043,0.6698067632850243
258,0.23253968253968252,0.5726757369614512
259,0.1524920255183413,0.5214421543368912
260,0.2200952380952381,0.6056190476190476
261,0.07444444444444447,0.46861111111111103
262,0.16396103896103897,0.5805916305916305
263,0.2383928571428571,0.4912588183421517
264,0.1528676085818943,0.5128990057561487
265,0.23848283499446285,0.6067552602436324
266,0.2696428571428572,0.5870535714285715
267,0.1625,0.5756944444444444
268,0.14962121212121213,0.5684794372294373
269,-0.0675,0.5325
270,0.2275889850889851,0.6138676138676137
271,0.12045454545454545,0.3790909090909091
272,0.1987121212121212,0.641540404040404
273,0.12195767195767199,0.4770723104056437
274,0.10291666666666668,0.6420833333333333
275,0.07738095238095237,0.469973544973545
276,0.12604166666666666,0.44895833333333335
277,0.095,0.25666666666666665
278,-0.033333333333333326,0.5145833333333334
279,0.14283333333333334,0.5643333333333334
280,0.06840692640692642,0.3924015984015984
281,0.12409979423868313,0.5094650205761317
282,0.1703125,0.46510416666666654
283,0.084375,0.5895833333333333
284,0.0,0.0
